"ano_campeonato","data","rodada","estadio","publico","time_mandante","time_visitante","tecnico_mandante","tecnico_visitante","colocacao_mandante","colocacao_visitante","valor_equipe_titular_mandante","valor_equipe_titular_visitante","idade_media_titular_mandante","idade_media_titular_visitante","gols_mandante","gols_visitante","gols_1_tempo_mandante","gols_1_tempo_visitante"
2018,"2018-04-15",1,"Estádio São Januário",7197,"Vasco da Gama","Atlético-MG","Zé Ricardo","Thiago Larghi",6,13,12950000,21850000,28.5,28.6,2,1,0,1
2018,"2018-05-06",4,"Estádio São Januário",3311,"Vasco da Gama","América-MG","Zé Ricardo","Enderson Moreira",7,3,11600000,9000000,28,29,4,1,0,1
2018,"2018-05-13",5,"Estádio São Januário",3542,"Vasco da Gama","EC Vitória","Zé Ricardo","Vágner Mancini",2,19,10550000,11080000,28.3,27.7,2,3,1,1
2018,"2018-05-31",8,"Estádio São Januário",4584,"Vasco da Gama","Paraná","Zé Ricardo","Rogério Micale",12,20,9750000,7700000,25.7,25.2,1,0,1,0
2018,"2018-06-03",9,"Estádio São Januário",9454,"Vasco da Gama","Botafogo","Zé Ricardo","Alberto Valentim",10,14,13350000,14050000,27.8,26.7,1,2,0,2
2018,"2018-06-10",11,"Estádio São Januário",8418,"Vasco da Gama","Sport Recife","","",12,2,NA,NA,NA,NA,3,2,2,1
2018,"2018-07-20",13,"Estádio São Januário",11901,"Vasco da Gama","Fluminense","","",11,13,NA,NA,NA,NA,1,1,0,0
2018,"2018-07-22",14,"Estádio São Januário",8242,"Vasco da Gama","Grêmio","","",11,4,NA,NA,NA,NA,1,0,1,0
2018,"2018-07-19",13,"Estádio Presidente Vargas",15197,"Ceará SC","Sport Recife","Lisca","Claudinei Oliveira",20,7,7800000,12600000,30.1,30.4,1,0,0,0
2018,"2018-08-09",20,"Estádio Presidente Vargas",18047,"Ceará SC","Santos FC","Lisca","Cuca",19,14,6430000,29600000,29.4,26.2,1,1,0,0
2018,"2018-04-15",1,"Estádio Manoel Barradas",13142,"EC Vitória","Flamengo","Vágner Mancini","Maurício Barbieri",10,9,8080000,55000000,26.3,28.4,2,2,1,1
2018,"2018-05-06",4,"Estádio Manoel Barradas",7030,"EC Vitória","Fluminense","Vágner Mancini","Abel Braga",17,12,11680000,9350000,26.4,25,1,2,1,0
2018,"2018-05-20",6,"Estádio Manoel Barradas",8371,"EC Vitória","Ceará SC","Vágner Mancini","Marcelo Chamusca",18,19,10580000,10180000,27.5,29.8,2,1,1,0
2018,"2018-05-31",8,"Estádio Manoel Barradas",5749,"EC Vitória","Internacional","Vágner Mancini","Odair Hellmann",14,8,12100000,28400000,26.7,27.3,2,3,1,2
2018,"2018-06-07",10,"Estádio Manoel Barradas",5459,"EC Vitória","Chapecoense","Vágner Mancini","Gilson Kleina",17,15,11050000,13650000,26.2,29.3,1,0,0,0
2018,"2018-07-19",13,"Estádio Manoel Barradas",6598,"EC Vitória","Paraná","Vágner Mancini","Rogério Micale",16,18,8850000,5000000,26.9,27.5,1,0,1,0
2018,"2018-07-27",15,"Estádio Manoel Barradas",5706,"EC Vitória","Sport Recife","Vágner Mancini","Claudinei Oliveira",16,10,9500000,11600000,25.5,30.6,1,0,0,0
2018,"2018-08-05",17,"Estádio Manoel Barradas",7193,"EC Vitória","Cruzeiro","João Burse","Mano Menezes",15,8,14150000,16750000,25.7,27.3,1,1,0,0
2018,"2018-04-15",1,"Neo Química Arena",28777,"Corinthians","Fluminense","Fábio Carille","Abel Braga",5,14,29300000,8750000,27.7,25,2,1,1,0
2018,"2018-05-06",4,"Neo Química Arena",40350,"Corinthians","Ceará SC","Fábio Carille","Marcelo Chamusca",2,19,24300000,8980000,27.1,28.8,1,1,1,1
2018,"2018-05-13",5,"Neo Química Arena",35246,"Corinthians","Palmeiras","Fábio Carille","Roger Machado",4,3,30050000,39250000,26.6,29.1,1,0,1,0
2018,"2018-05-31",8,"Neo Química Arena",34921,"Corinthians","América-MG","Osmar Loss","Enderson Moreira",6,11,32600000,8000000,27,26.5,1,0,0,0
2018,"2018-06-07",10,"Neo Química Arena",27586,"Corinthians","Santos FC","Osmar Loss","Jair Ventura",8,14,36400000,38750000,26.5,27.3,1,1,0,0
2018,"2018-06-10",11,"Neo Química Arena",27990,"Corinthians","EC Vitória","Osmar Loss","Vágner Mancini",9,15,32400000,11100000,25.6,26.3,0,0,0,0
2018,"2018-07-19",13,"Neo Química Arena",19830,"Corinthians","Botafogo","Osmar Loss","Marcos Paquetá",10,9,33500000,12200000,28.1,28,2,0,1,0
2018,"2018-07-26",15,"Neo Química Arena",21031,"Corinthians","Cruzeiro","Osmar Loss","Mano Menezes",9,4,33600000,23300000,27.5,31.5,2,0,0,0
2018,"2018-08-05",17,"Neo Química Arena",28662,"Corinthians","Atlético-PR","Osmar Loss","Tiago Nunes",7,18,21200000,11650000,24.8,27.5,0,0,0,0
2018,"2018-04-22",2,"Estádio Jornalista Mário Filho",10018,"Fluminense","Cruzeiro","Abel Braga","Mano Menezes",14,15,10550000,24000000,25.4,29.1,1,0,0,0
2018,"2018-04-29",3,"Estádio Jornalista Mário Filho",19235,"Fluminense","São Paulo","Abel Braga","Diego Aguirre",12,7,10200000,24150000,25.5,28.8,1,1,0,1
2018,"2018-05-21",6,"Estádio Jornalista Mário Filho",9172,"Fluminense","Atlético-PR","Abel Braga","Fernando Diniz",9,15,11350000,13650000,25.6,27.3,2,0,2,0
2018,"2018-05-26",7,"Estádio Jornalista Mário Filho",14541,"Fluminense","Chapecoense","Abel Braga","Gilson Kleina",5,16,15050000,13850000,25.6,29.5,3,1,2,0
2018,"2018-06-14",12,"Estádio Jornalista Mário Filho",7438,"Fluminense","Santos FC","Abel Braga","Jair Ventura",11,16,10650000,30000000,23.8,27,0,1,0,0
2018,"2018-07-26",15,"Estádio Jornalista Mário Filho",22827,"Fluminense","Palmeiras","Marcelo Oliveira","Roger Machado",11,6,13550000,40700000,26.7,29.6,1,0,1,0
2018,"2018-08-06",17,"Estádio Jornalista Mário Filho",15461,"Fluminense","EC Bahia","Marcelo Oliveira","Enderson Moreira",9,11,14850000,12250000,26.3,28.6,1,1,1,0
2018,"2018-04-22",2,"Arena Condá",8675,"Chapecoense","Vasco da Gama","Gilson Kleina","Zé Ricardo",20,6,15350000,13050000,28.7,29.1,1,1,1,0
2018,"2018-05-08",4,"Arena Condá",7838,"Chapecoense","Paraná","Gilson Kleina","Rogério Micale",16,20,14250000,5430000,29.7,25.1,1,1,0,0
2018,"2018-05-13",5,"Arena Condá",10931,"Chapecoense","Flamengo","Gilson Kleina","Maurício Barbieri",17,1,15250000,15700000,27.9,28,3,2,1,0
2018,"2018-05-31",8,"Arena Condá",7015,"Chapecoense","Ceará SC","","",18,19,NA,NA,NA,NA,2,0,0,0
2018,"2018-06-10",11,"Arena Condá",6637,"Chapecoense","Cruzeiro","Gilson Kleina","Mano Menezes",16,5,13850000,24500000,29.1,31.7,2,0,0,0
2018,"2018-07-20",13,"Arena Condá",7534,"Chapecoense","EC Bahia","Gilson Kleina","Enderson Moreira",15,17,10300000,12950000,28.3,28.4,1,1,0,0
2018,"2018-07-23",14,"Arena Condá",7100,"Chapecoense","Santos FC","Gilson Kleina","Jair Ventura",15,12,10700000,29750000,28.3,28.5,0,0,0,0
2018,"2018-07-30",16,"Arena Condá",14382,"Chapecoense","Grêmio","Gilson Kleina","Renato Gaúcho",17,4,8600000,10150000,28.1,27,1,1,0,1
2018,"2018-05-20",6,"Arena de Pernambuco",28942,"Sport Recife","Corinthians","Claudinei Oliveira","Fábio Carille",12,2,13100000,14650000,28.6,26.1,1,1,0,0
2018,"2018-04-29",3,"Allianz Parque",30617,"Palmeiras","Chapecoense","Roger Machado","Gilson Kleina",5,18,44100000,15450000,27.9,29.4,0,0,0,0
2018,"2018-05-20",6,"Allianz Parque",26351,"Palmeiras","EC Bahia","Roger Machado","Guto Ferreira",6,17,32250000,11400000,30.1,26,3,0,3,0
2018,"2018-05-27",7,"Allianz Parque",25947,"Palmeiras","Sport Recife","Roger Machado","Claudinei Oliveira",4,12,35450000,13400000,30.4,29.2,2,3,1,0
2018,"2018-06-03",9,"Allianz Parque",32841,"Palmeiras","São Paulo","Roger Machado","Diego Aguirre",11,2,30700000,32250000,30.1,29.6,3,1,0,1
2018,"2018-06-14",12,"Allianz Parque",36882,"Palmeiras","Flamengo","Roger Machado","Maurício Barbieri",6,1,27750000,70950000,29.9,23.7,1,1,1,0
2018,"2018-07-22",14,"Allianz Parque",29246,"Palmeiras","Atlético-MG","Roger Machado","Thiago Larghi",7,3,40700000,20100000,29.6,29.2,3,2,1,0
2018,"2018-07-29",16,"Allianz Parque",35776,"Palmeiras","Paraná","Wesley Carvalho","Rogério Micale",7,19,38050000,6900000,26.7,25.7,3,0,2,0
2018,"2018-04-17",1,"Estádio Olímpico Nilton Santos",8033,"Botafogo","Palmeiras","Alberto Valentim","Roger Machado",12,11,11600000,36350000,25.6,28.9,1,1,0,0
2018,"2018-04-28",3,"Estádio Olímpico Nilton Santos",10748,"Botafogo","Grêmio","Alberto Valentim","Renato Gaúcho",14,6,11650000,38500000,27.3,27.6,2,1,1,1
2018,"2018-05-15",5,"Estádio Olímpico Nilton Santos",10382,"Botafogo","Fluminense","Alberto Valentim","Abel Braga",12,7,11350000,11050000,27,25.6,2,1,1,1
2018,"2018-05-27",7,"Estádio Olímpico Nilton Santos",5857,"Botafogo","EC Vitória","Alberto Valentim","Vágner Mancini",11,14,12300000,12200000,25,25.1,1,1,1,1
2018,"2018-06-07",10,"Estádio Olímpico Nilton Santos",8825,"Botafogo","Ceará SC","Alberto Valentim","Lisca",13,20,13450000,7900000,26.6,28.7,0,0,0,0
2018,"2018-06-14",12,"Estádio Olímpico Nilton Santos",10965,"Botafogo","Atlético-PR","Alberto Valentim","Fernando Diniz",12,17,13250000,13400000,27.5,26,2,0,1,0
2018,"2018-07-27",15,"Estádio Olímpico Nilton Santos",7602,"Botafogo","Chapecoense","Marcos Paquetá","Gilson Kleina",12,15,13200000,10800000,26.8,27.7,1,0,0,0
2018,"2018-08-04",17,"Estádio Olímpico Nilton Santos",6940,"Botafogo","Santos FC","Bruno Lazaroni","Cuca",13,16,12750000,37750000,25.8,27.9,0,0,0,0
2018,"2018-04-15",1,"Estádio Municipal Paulo Machado de Carvalho",15513,"Santos FC","Ceará SC","Jair Ventura","Marcelo Chamusca",3,18,26900000,7430000,25.2,28.3,2,0,1,0
2018,"2018-04-22",2,"Estádio Municipal Paulo Machado de Carvalho",25504,"Palmeiras","Internacional","Roger Machado","Odair Hellmann",11,4,38750000,23400000,29.6,26.2,1,0,1,0
2018,"2018-05-27",7,"Estádio Municipal Paulo Machado de Carvalho",10670,"Santos FC","Cruzeiro","Jair Ventura","Mano Menezes",15,13,33150000,25000000,26.9,31,0,1,0,0
2018,"2018-07-20",13,"Estádio Municipal Paulo Machado de Carvalho",26417,"Santos FC","Palmeiras","Jair Ventura","Roger Machado",12,6,41750000,37600000,26.5,29.3,1,1,0,1
2018,"2018-04-17",1,"Estádio Cícero Pompeu de Toledo",11327,"São Paulo","Paraná","Diego Aguirre","Rogério Micale",8,16,26500000,4750000,25.9,25.6,1,0,1,0
2018,"2018-05-06",4,"Estádio Cícero Pompeu de Toledo",31976,"São Paulo","Atlético-MG","Diego Aguirre","Thiago Larghi",9,4,23400000,22050000,30.6,29.7,2,2,1,0
2018,"2018-05-20",6,"Estádio Cícero Pompeu de Toledo",40465,"São Paulo","Santos FC","Diego Aguirre","Jair Ventura",13,11,27000000,33100000,29.5,27.1,1,0,0,0
2018,"2018-05-31",8,"Estádio Cícero Pompeu de Toledo",25427,"São Paulo","Botafogo","Diego Aguirre","Alberto Valentim",4,13,26400000,13200000,30.5,26,3,2,3,1
2018,"2018-06-06",10,"Estádio Cícero Pompeu de Toledo",14730,"São Paulo","Internacional","Diego Aguirre","Odair Hellmann",4,5,28350000,25400000,27.5,26.7,0,0,0,0
2018,"2018-06-13",12,"Estádio Cícero Pompeu de Toledo",20456,"São Paulo","EC Vitória","Diego Aguirre","Vágner Mancini",3,15,22050000,8750000,29.2,24.7,3,0,2,0
2018,"2018-07-22",14,"Estádio Cícero Pompeu de Toledo",58624,"São Paulo","Corinthians","Diego Aguirre","Osmar Loss",2,8,25800000,38000000,28.4,28.4,3,1,0,0
2018,"2018-08-05",17,"Estádio Cícero Pompeu de Toledo",53437,"São Paulo","Vasco da Gama","","",2,12,NA,NA,NA,NA,2,1,1,0
2018,"2018-04-22",2,"Estádio Durival Britto e Silva",16772,"Paraná","Corinthians","Rogério Micale","Fábio Carille",16,5,3730000,31500000,24.2,28,0,4,0,2
2018,"2018-04-29",3,"Estádio Durival Britto e Silva",8490,"Paraná","Sport Recife","Rogério Micale","Claudinei Oliveira",20,17,5330000,12350000,24.1,26.8,1,2,0,1
2018,"2018-05-20",6,"Estádio Durival Britto e Silva",8639,"Paraná","Grêmio","Rogério Micale","Renato Gaúcho",20,4,5530000,43250000,25.2,29.1,0,0,0,0
2018,"2018-05-27",7,"Estádio Durival Britto e Silva",7450,"Paraná","Atlético-PR","Rogério Micale","Fernando Diniz",20,17,7700000,17450000,25.2,27.7,0,0,0,0
2018,"2018-06-05",9,"Estádio Durival Britto e Silva",4353,"Paraná","Fluminense","Rogério Micale","Abel Braga",20,4,5300000,13050000,27.1,26,2,1,0,0
2018,"2018-06-08",10,"Estádio Durival Britto e Silva",4927,"Paraná","EC Bahia","Rogério Micale","Claudio Prates",19,18,5500000,14700000,25.8,27.1,1,0,0,0
2018,"2018-06-14",12,"Estádio Durival Britto e Silva",5131,"Paraná","Cruzeiro","Rogério Micale","Mano Menezes",19,8,5600000,18900000,26.2,28.3,1,1,0,0
2018,"2018-07-22",14,"Estádio Durival Britto e Silva",4044,"Paraná","América-MG","Rogério Micale","Ricardo Drubscky",19,16,7500000,8700000,25.9,29.9,1,0,1,0
2018,"2018-08-05",17,"Estádio Durival Britto e Silva",8639,"Paraná","Ceará SC","Rogério Micale","Lisca",19,20,4950000,6200000,27.5,28.3,0,1,0,1
2018,"2018-04-23",2,"Arena do Grêmio",23894,"Grêmio","Atlético-PR","Renato Gaúcho","Fernando Diniz",7,1,59000000,17100000,28.5,28.9,0,0,0,0
2018,"2018-05-07",4,"Arena do Grêmio",27844,"Grêmio","Santos FC","Renato Gaúcho","Jair Ventura",13,10,60000000,26900000,28.7,25.2,5,1,2,1
2018,"2018-05-12",5,"Arena do Grêmio",51870,"Grêmio","Internacional","Renato Gaúcho","Odair Hellmann",5,13,58250000,23750000,27.5,26.7,0,0,0,0
2018,"2018-05-31",8,"Arena do Grêmio",20044,"Grêmio","Fluminense","Renato Gaúcho","Abel Braga",5,2,45150000,12450000,27.8,25,0,0,0,0
2018,"2018-06-07",10,"Arena do Grêmio",28664,"Grêmio","Palmeiras","Renato Gaúcho","Roger Machado",3,7,72100000,29050000,26.3,28.8,0,2,0,0
2018,"2018-06-10",11,"Arena do Grêmio",14460,"Grêmio","América-MG","Renato Gaúcho","Enderson Moreira",7,11,72650000,7050000,28,26.8,1,0,1,0
2018,"2018-07-19",13,"Arena do Grêmio",22063,"Grêmio","Atlético-MG","Renato Gaúcho","Thiago Larghi",5,2,51500000,19450000,29.9,29,2,0,0,0
2018,"2018-07-27",15,"Arena do Grêmio",19865,"Grêmio","São Paulo","Renato Gaúcho","Diego Aguirre",7,2,49250000,27900000,28.6,29.3,2,1,1,1
2018,"2018-08-05",17,"Arena do Grêmio",16588,"Grêmio","Flamengo","Renato Gaúcho","Maurício Barbieri",5,1,10150000,45250000,27.5,26.9,2,0,1,0
2018,"2018-04-16",1,"Arena da Baixada",9258,"Atlético-PR","Chapecoense","Fernando Diniz","Gilson Kleina",1,20,13000000,15500000,25.6,28.6,5,1,0,0
2018,"2018-05-06",4,"Arena da Baixada",20417,"Atlético-PR","Palmeiras","Fernando Diniz","Roger Machado",5,8,16500000,29750000,27.7,30.4,1,3,0,1
2018,"2018-05-13",5,"Arena da Baixada",8400,"Atlético-PR","Atlético-MG","Fernando Diniz","Thiago Larghi",11,6,12600000,22350000,26.3,28.1,1,2,1,0
2018,"2018-06-01",8,"Arena da Baixada",9173,"Atlético-PR","Santos FC","Fernando Diniz","Jair Ventura",17,16,17450000,38750000,27.7,27.3,2,0,1,0
2018,"2018-06-09",11,"Arena da Baixada",9323,"Atlético-PR","São Paulo","Fernando Diniz","Diego Aguirre",17,6,13000000,28350000,27.3,29.5,0,1,0,0
2018,"2018-07-20",13,"Arena da Baixada",9176,"Atlético-PR","Internacional","Tiago Nunes","Odair Hellmann",19,4,12200000,25150000,27.9,26.8,2,2,1,1
2018,"2018-07-29",16,"Arena da Baixada",9795,"Atlético-PR","EC Vitória","Tiago Nunes","Vágner Mancini",18,14,10550000,9300000,26.1,27,4,0,3,0
2018,"2018-04-14",1,"Estádio Governador Magalhães Pinto",19285,"Cruzeiro","Grêmio","Mano Menezes","Renato Gaúcho",15,7,28000000,40000000,31.4,29.2,0,1,0,0
2018,"2018-05-06",4,"Estádio Governador Magalhães Pinto",20908,"Cruzeiro","Botafogo","Mano Menezes","Alberto Valentim",18,6,28750000,11650000,29.8,27.3,1,0,0,0
2018,"2018-05-13",5,"Estádio Governador Magalhães Pinto",21907,"Cruzeiro","Sport Recife","Mano Menezes","Claudinei Oliveira",14,8,27000000,12850000,29.6,28.5,2,0,1,0
2018,"2018-05-31",8,"Estádio Governador Magalhães Pinto",19679,"Cruzeiro","Palmeiras","Mano Menezes","Roger Machado",10,7,25000000,35700000,30.2,29.6,1,0,0,0
2018,"2018-06-07",10,"Estádio Governador Magalhães Pinto",23725,"Cruzeiro","Vasco da Gama","Mano Menezes","Valdir",2,12,22800000,9900000,30.8,26.7,1,1,0,1
2018,"2018-07-20",13,"Estádio Governador Magalhães Pinto",17958,"Cruzeiro","América-MG","Mano Menezes","Ricardo Drubscky",8,14,30800000,8700000,31.7,29.8,3,1,1,1
2018,"2018-07-23",14,"Estádio Governador Magalhães Pinto",15023,"Cruzeiro","Atlético-PR","Mano Menezes","Tiago Nunes",6,18,29500000,11850000,29.7,28.4,2,1,0,1
2018,"2018-07-29",16,"Estádio Governador Magalhães Pinto",21566,"Cruzeiro","São Paulo","Mano Menezes","Diego Aguirre",6,2,28300000,18250000,31.8,28.5,0,2,0,1
2018,"2018-10-25",28,"Estádio Governador Magalhães Pinto",30814,"Cruzeiro","Ceará SC","Mano Menezes","Lisca",7,15,22300000,7330000,32.8,28.5,0,2,0,0
2018,"2018-05-14",5,"Estádio Urbano Caldeira",3971,"Santos FC","Paraná","Jair Ventura","Rogério Micale",15,20,34600000,4250000,25.3,25.7,3,1,0,0
2018,"2018-06-03",9,"Estádio Urbano Caldeira",3887,"Santos FC","EC Vitória","Jair Ventura","Vágner Mancini",18,16,38750000,12350000,27.3,27.3,5,2,4,0
2018,"2018-06-11",11,"Estádio Urbano Caldeira",8124,"Santos FC","Internacional","Jair Ventura","Odair Hellmann",14,8,38750000,28400000,27.3,27.1,1,2,0,1
2018,"2018-07-26",15,"Estádio Urbano Caldeira",11843,"Santos FC","Flamengo","Serginho Chulapa","Maurício Barbieri",13,1,42750000,44000000,25.9,27.9,1,1,1,1
2018,"2018-07-30",16,"Estádio Urbano Caldeira",8691,"Santos FC","América-MG","Serginho Chulapa","Adilson Batista",16,15,39750000,8850000,26.6,30.4,0,1,0,1
2018,"2018-04-22",2,"Estádio Governador Plácido Castelo",30186,"Ceará SC","São Paulo","Marcelo Chamusca","Diego Aguirre",18,8,6930000,26000000,28.1,27.5,0,0,0,0
2018,"2018-04-29",3,"Estádio Governador Plácido Castelo",52952,"Ceará SC","Flamengo","Marcelo Chamusca","Maurício Barbieri",16,3,7950000,55000000,28.1,28.4,0,3,0,1
2018,"2018-05-15",5,"Estádio Governador Plácido Castelo",13898,"Ceará SC","América-MG","Marcelo Chamusca","Enderson Moreira",18,9,8280000,8550000,29.2,28.9,2,2,1,2
2018,"2018-05-28",7,"Estádio Governador Plácido Castelo",14012,"Ceará SC","Grêmio","","",19,8,NA,NA,NA,NA,0,1,0,0
2018,"2018-06-04",9,"Estádio Governador Plácido Castelo",15234,"Ceará SC","Cruzeiro","","",19,7,NA,NA,NA,NA,0,1,0,1
2018,"2018-06-10",11,"Estádio Governador Plácido Castelo",32732,"Ceará SC","Palmeiras","Lisca","Roger Machado",20,3,7350000,31500000,30,29.4,2,2,1,2
2018,"2018-04-15",1,"Estádio Raimundo Sampaio",8662,"América-MG","Sport Recife","Enderson Moreira","Nelsinho Baptista",2,19,7300000,9100000,27.6,26.6,3,0,3,0
2018,"2018-05-01",3,"Estádio Raimundo Sampaio",9453,"América-MG","EC Vitória","Enderson Moreira","Vágner Mancini",8,15,7750000,9580000,28.8,25.9,2,1,2,0
2018,"2018-05-20",6,"Estádio Raimundo Sampaio",4689,"América-MG","Botafogo","Enderson Moreira","Alberto Valentim",10,7,7900000,10400000,27.8,26.1,1,0,0,0
2018,"2018-05-28",7,"Estádio Raimundo Sampaio",4360,"América-MG","São Paulo","Enderson Moreira","Diego Aguirre",6,7,8600000,29350000,28.9,29.1,1,3,1,2
2018,"2018-06-03",9,"Estádio Raimundo Sampaio",4679,"América-MG","Atlético-PR","Enderson Moreira","Fernando Diniz",12,13,8150000,16650000,27,27.9,3,1,1,1
2018,"2018-06-08",10,"Estádio Raimundo Sampaio",7776,"América-MG","Atlético-MG","Enderson Moreira","Thiago Larghi",11,10,8200000,30200000,27,29,1,3,0,2
2018,"2018-06-13",12,"Estádio Raimundo Sampaio",4894,"América-MG","Chapecoense","Enderson Moreira","Gilson Kleina",13,14,7250000,12600000,27.5,29.2,0,0,0,0
2018,"2018-07-27",15,"Estádio Raimundo Sampaio",4625,"América-MG","Internacional","Adilson Batista","Odair Hellmann",17,3,9450000,24800000,30.8,26.5,2,1,2,0
2018,"2018-08-05",17,"Estádio Raimundo Sampaio",8077,"América-MG","Palmeiras","Adilson Batista","Luiz Felipe Scolari",10,6,9150000,31300000,30.4,27.3,0,0,0,0
2018,"2018-04-24",2,"Estádio Adelmar da Costa Carvalho",7083,"Sport Recife","Botafogo","Nelsinho Baptista","Alberto Valentim",19,12,12450000,12600000,26.8,26.4,1,1,0,0
2018,"2018-05-07",4,"Estádio Adelmar da Costa Carvalho",15165,"Sport Recife","EC Bahia","Claudinei Oliveira","Guto Ferreira",15,14,12400000,12400000,26.7,26.8,2,0,1,0
2018,"2018-05-31",8,"Estádio Adelmar da Costa Carvalho",15605,"Sport Recife","Atlético-MG","Claudinei Oliveira","Thiago Larghi",9,3,13050000,29250000,29.3,27.3,3,2,1,0
2018,"2018-06-07",10,"Estádio Adelmar da Costa Carvalho",17841,"Sport Recife","Atlético-PR","Claudinei Oliveira","Fernando Diniz",6,16,12250000,14150000,29.8,27.2,1,0,0,0
2018,"2018-06-14",12,"Estádio Adelmar da Costa Carvalho",19497,"Sport Recife","Grêmio","Claudinei Oliveira","Renato Gaúcho",7,4,13250000,49350000,28.6,28.3,0,0,0,0
2018,"2018-07-22",14,"Estádio Adelmar da Costa Carvalho",11119,"Sport Recife","Fluminense","Claudinei Oliveira","Marcelo Oliveira",9,13,11600000,14550000,30.6,25.7,1,2,1,1
2018,"2018-08-06",17,"Estádio Adelmar da Costa Carvalho",6787,"Sport Recife","Chapecoense","Claudinei Oliveira","Gilson Kleina",14,17,13100000,9950000,28.4,29.1,1,1,0,1
2018,"2018-04-15",1,"Estádio Beira-Rio",22235,"Internacional","EC Bahia","Odair Hellmann","Guto Ferreira",4,17,22750000,12200000,27.5,26.5,2,0,1,0
2018,"2018-04-30",3,"Estádio Beira-Rio",18470,"Internacional","Cruzeiro","Odair Hellmann","Mano Menezes",10,19,25650000,19900000,27.8,27.1,0,0,0,0
2018,"2018-05-22",6,"Estádio Beira-Rio",17740,"Internacional","Chapecoense","Odair Hellmann","Gilson Kleina",16,14,27750000,15550000,26.8,28.6,3,0,1,0
2018,"2018-05-27",7,"Estádio Beira-Rio",30791,"Internacional","Corinthians","Odair Hellmann","Osmar Loss",10,3,26300000,26100000,26.4,27.4,2,1,0,1
2018,"2018-06-02",9,"Estádio Beira-Rio",31327,"Internacional","Sport Recife","Odair Hellmann","Claudinei Oliveira",5,6,29000000,12150000,26.9,31,0,0,0,0
2018,"2018-06-14",12,"Estádio Beira-Rio",21589,"Internacional","Vasco da Gama","","",5,10,NA,NA,NA,NA,3,1,2,0
2018,"2018-07-24",14,"Estádio Beira-Rio",23595,"Internacional","Ceará SC","Odair Hellmann","Lisca",5,20,25150000,8250000,26.4,29.1,1,0,0,0
2018,"2018-07-29",16,"Estádio Beira-Rio",29351,"Internacional","Botafogo","Odair Hellmann","Marcos Paquetá",5,11,25800000,12800000,26.1,25,3,0,2,0
2018,"2018-04-21",2,"Arena Fonte Nova",15588,"EC Bahia","Santos FC","Guto Ferreira","Jair Ventura",17,3,12100000,26900000,26.9,25.2,1,0,0,0
2018,"2018-04-29",3,"Arena Fonte Nova",16313,"EC Bahia","Atlético-PR","Guto Ferreira","Fernando Diniz",13,2,12550000,13450000,26.9,27.5,0,0,0,0
2018,"2018-05-13",5,"Arena Fonte Nova",20847,"EC Bahia","São Paulo","Guto Ferreira","Diego Aguirre",16,10,11900000,20950000,25.8,28.5,2,2,2,1
2018,"2018-05-27",7,"Arena Fonte Nova",15031,"EC Bahia","Vasco da Gama","Guto Ferreira","Zé Ricardo",18,9,13250000,12750000,26.9,27.9,3,0,0,0
2018,"2018-06-03",9,"Arena Fonte Nova",15990,"EC Bahia","Grêmio","Guto Ferreira","Renato Gaúcho",17,9,14750000,29600000,26.7,26.2,0,2,0,1
2018,"2018-06-10",11,"Arena Fonte Nova",12806,"EC Bahia","Botafogo","Claudio Prates","Alberto Valentim",19,13,14900000,14500000,27.7,26.2,3,3,1,1
2018,"2018-06-14",12,"Arena Fonte Nova",15041,"EC Bahia","Corinthians","Claudio Prates","Osmar Loss",18,9,14900000,31900000,27.7,26.3,1,0,0,0
2018,"2018-07-22",14,"Arena Fonte Nova",24312,"EC Bahia","EC Vitória","Enderson Moreira","Vágner Mancini",17,14,12950000,12650000,28.4,25.8,4,1,2,0
2018,"2018-07-31",16,"Arena Fonte Nova",15993,"EC Bahia","Atlético-MG","Enderson Moreira","Thiago Larghi",12,3,11350000,18300000,27.7,28.3,2,2,0,1
2018,"2018-06-08",10,"Estádio Nacional de Brasília Mané Garrincha",60000,"Fluminense","Flamengo","Abel Braga","Maurício Barbieri",9,1,13650000,74500000,25.5,25.7,0,2,0,1
2018,"2018-07-29",16,"Estádio Nacional de Brasília Mané Garrincha",33516,"Vasco da Gama","Corinthians","","",10,8,NA,NA,NA,NA,1,4,1,0
2018,"2018-07-28",16,"Estádio Governador Plácido Castelo",11322,"Ceará SC","Fluminense","Lisca","Marcelo Oliveira",20,9,6650000,14450000,28.6,26.2,1,0,1,0
2018,"2018-04-22",2,"Estádio Raimundo Sampaio",10423,"Atlético-MG","EC Vitória","Thiago Larghi","Vágner Mancini",13,10,22350000,9580000,28.1,25.9,2,1,1,0
2018,"2018-04-29",3,"Estádio Raimundo Sampaio",19825,"Atlético-MG","Corinthians","Thiago Larghi","Fábio Carille",11,1,22350000,36000000,28.1,26.3,1,0,0,0
2018,"2018-05-19",6,"Estádio Raimundo Sampaio",15384,"Atlético-MG","Cruzeiro","Thiago Larghi","Mano Menezes",3,8,25600000,17650000,28.2,28.4,1,0,0,0
2018,"2018-05-27",7,"Estádio Raimundo Sampaio",15797,"Atlético-MG","Flamengo","Thiago Larghi","Maurício Barbieri",1,2,28650000,74550000,25.5,25.7,0,1,0,0
2018,"2018-06-02",9,"Estádio Raimundo Sampaio",10298,"Atlético-MG","Chapecoense","Thiago Larghi","Gilson Kleina",8,15,28250000,13850000,27.5,29.1,3,3,2,2
