"ano_campeonato","data","rodada","estadio","publico","time_mandante","time_visitante","tecnico_mandante","tecnico_visitante","colocacao_mandante","colocacao_visitante","valor_equipe_titular_mandante","valor_equipe_titular_visitante","idade_media_titular_mandante","idade_media_titular_visitante","gols_mandante","gols_visitante","gols_1_tempo_mandante","gols_1_tempo_visitante"
2018,"2018-11-15",34,"Estádio Adelmar da Costa Carvalho",22652,"Sport Recife","EC Vitória","Milton Mendes","João Burse",16,18,9600000,7480000,27.3,25.7,0,0,0,0
2018,"2018-11-14",34,"Estádio São Januário",20917,"Vasco da Gama","Atlético-PR","Alberto Valentim","Tiago Nunes",15,7,11300000,14300000,27.8,27.6,1,1,0,0
2018,"2018-08-26",21,"Estádio Manoel Barradas",6412,"EC Vitória","Atlético-MG","Paulo César Carpegiani","Thiago Larghi",18,6,8450000,19450000,23.4,27.8,1,0,0,0
2018,"2018-11-10",33,"Neo Química Arena",43122,"Corinthians","São Paulo","Jair Ventura","Diego Aguirre",12,4,24300000,27900000,28.2,27.8,1,1,0,0
2018,"2018-09-16",25,"Estádio Olímpico Nilton Santos",25382,"Botafogo","América-MG","Zé Ricardo","Adilson Batista",15,11,12700000,9350000,25.8,30.3,1,0,1,0
2018,"2018-12-02",38,"Estádio Governador Plácido Castelo",57223,"Ceará SC","Vasco da Gama","Lisca","Alberto Valentim",13,15,7980000,8950000,27.7,27.1,0,0,0,0
2018,"2018-11-04",32,"Arena Fonte Nova",17448,"EC Bahia","Chapecoense","Enderson Moreira","Claudinei Oliveira",12,17,14900000,11800000,27.4,28.1,1,0,0,0
2018,"2018-11-03",32,"Estádio Raimundo Sampaio",16758,"Atlético-MG","Grêmio","Levir Culpi","Renato Gaúcho",6,5,15850000,23200000,30.3,27,0,1,0,1
2018,"2018-11-11",33,"Estádio Raimundo Sampaio",20488,"Atlético-MG","Palmeiras","Levir Culpi","Luiz Felipe Scolari",6,1,20450000,27200000,30.7,30.9,1,1,0,0
2018,"2018-11-18",35,"Estádio Municipal Jacy Scaff",25076,"Paraná","Palmeiras","Dado Cavalcanti","Luiz Felipe Scolari",20,1,3050000,44950000,24.5,29.1,1,1,1,0
2016,"2016-09-15",25,"Estádio Olímpico Nilton Santos",11883,"Botafogo","Santos FC","Jair Ventura","Dorival Júnior",9,5,8900000,28750000,28.5,27.4,0,1,NA,NA
2016,"2016-09-25",27,"Estádio Estadual Kléber José de Andrade",13780,"Flamengo","Cruzeiro","Zé Ricardo","Mano Menezes",2,15,26100000,31900000,28.4,27.5,2,1,NA,NA
2016,"2016-10-09",29,"Estádio Municipal Paulo Machado de Carvalho",21773,"Flamengo","Santa Cruz","Zé Ricardo","Doriva",2,19,24850000,5750000,28,27.4,3,0,NA,NA
2016,"2016-10-23",32,"Estádio Jornalista Mário Filho",54250,"Flamengo","Corinthians","Zé Ricardo","Oswaldo de Oliveira",2,6,27850000,22500000,29.5,27.5,2,2,NA,NA
2016,"2016-10-13",30,"Estádio General Sílvio Raulino de Oliveira",9008,"Fluminense","Flamengo","Levir Culpi","Zé Ricardo",5,2,24250000,25100000,27.5,28.1,1,2,NA,NA
2016,"2016-12-11",38,"Arena Condá",NA,"Chapecoense","Atlético-MG","","",9,4,NA,NA,NA,NA,NA,NA,NA,NA
2016,"2016-10-16",31,"Estádio Beira-Rio",31981,"Internacional","Flamengo","Celso Roth","Zé Ricardo",17,2,21250000,26100000,27.8,28.5,2,1,NA,NA
2016,"2016-05-22",2,"Arena do Grêmio",17866,"Grêmio","Flamengo","Roger Machado","Jayme de Almeida",9,5,38750000,25350000,28,27.1,1,0,0,0
2016,"2016-05-29",4,"Arena do Grêmio",12415,"Grêmio","Coritiba FC","Roger Machado","Gilson Kleina",2,11,35000000,12000000,26.4,30.2,2,0,1,0
2016,"2016-06-05",6,"Arena do Grêmio",16957,"Grêmio","Ponte Preta","Roger Machado","Eduardo Baptista",2,10,29500000,10750000,27,27.9,1,0,0,0
2016,"2016-06-20",9,"Arena do Grêmio",16566,"Grêmio","Cruzeiro","","",3,17,NA,NA,NA,NA,2,0,1,0
2016,"2016-06-30",12,"Arena do Grêmio",14865,"Grêmio","Santos FC","Roger Machado","Dorival Júnior",5,3,30250000,38550000,26.2,25.1,3,2,2,0
2016,"2016-07-10",14,"Arena do Grêmio",34013,"Grêmio","Figueirense FC","Roger Machado","Vinícius Eutrópio",3,15,30250000,10100000,26.3,27.3,2,1,1,0
2016,"2016-07-24",16,"Arena do Grêmio",37069,"Grêmio","São Paulo","Roger Machado","Edgardo Bauza",3,9,22250000,29000000,27,28.5,1,0,0,0
2016,"2016-08-05",18,"Arena do Grêmio",16068,"Grêmio","Santa Cruz","Roger Machado","Milton Mendes",4,18,25250000,7050000,27.2,29.3,0,0,0,0
2016,"2016-08-14",20,"Arena do Grêmio",46163,"Grêmio","Corinthians","Roger Machado","Cristóvão Borges",6,3,26000000,28750000,27.6,26.5,3,0,1,0
2016,"2016-08-28",22,"Arena do Grêmio",30631,"Grêmio","Atlético-MG","Roger Machado","Marcelo Oliveira",6,2,41000000,23750000,27.4,29.5,1,1,0,0
2016,"2016-09-12",24,"Arena do Grêmio",19514,"Grêmio","Palmeiras","Roger Machado","Cuca",6,1,42000000,39600000,26.8,27.8,0,0,0,0
2016,"2016-09-25",27,"Arena do Grêmio",11152,"Grêmio","Chapecoense","Renato Gaúcho","Caio Júnior",11,10,43000000,10500000,26.4,25.7,1,0,1,0
2016,"2016-10-13",30,"Arena do Grêmio",16123,"Grêmio","Atlético-PR","Renato Gaúcho","Paulo Autuori",8,6,41500000,16750000,27.5,25.5,1,0,1,0
2016,"2016-10-23",32,"Arena do Grêmio",53287,"Grêmio","Internacional","Renato Gaúcho","Celso Roth",8,16,48000000,27500000,26.8,26.2,0,0,0,0
2016,"2016-11-20",36,"Arena do Grêmio",10765,"Grêmio","América-MG","Renato Gaúcho","Enderson Moreira",8,20,11450000,5650000,23.8,26.3,3,0,2,0
2016,"2016-05-26",3,"Estádio Municipal Radialista Mário Helênio",4445,"Botafogo","Atlético-PR","","",17,19,NA,NA,NA,NA,2,1,1,0
2016,"2016-06-12",7,"Estádio General Sílvio Raulino de Oliveira",1203,"Botafogo","EC Vitória","","",20,10,NA,NA,NA,NA,1,1,0,0
2016,"2016-06-16",8,"Estádio General Sílvio Raulino de Oliveira",883,"Botafogo","América-MG","","",20,19,NA,NA,NA,NA,3,1,3,0
2016,"2016-06-23",10,"Estádio Municipal Radialista Mário Helênio",2797,"Botafogo","Figueirense FC","","",18,12,NA,NA,NA,NA,0,0,0,0
2016,"2016-07-03",13,"Estádio Municipal Radialista Mário Helênio",5033,"Botafogo","Santa Cruz","","",18,19,NA,NA,NA,NA,2,1,2,0
2016,"2016-07-31",17,"Estádio Olímpico Nilton Santos",8477,"Botafogo","Palmeiras","","",18,1,NA,NA,NA,NA,3,1,2,0
2016,"2016-09-04",19,"Estádio Olímpico Nilton Santos",5199,"Botafogo","Grêmio","Jair Ventura","Roger Machado",16,4,8700000,35500000,26.5,27.3,2,1,2,0
2016,"2016-08-21",21,"Estádio Municipal Radialista Mário Helênio",4771,"Botafogo","Sport Recife","Jair Ventura","Oswaldo de Oliveira",13,11,9100000,15900000,26.2,27.7,3,0,1,0
2016,"2016-09-07",23,"Estádio Olímpico Nilton Santos",10156,"Botafogo","Fluminense","Jair Ventura","Levir Culpi",11,7,7850000,26000000,28,28.5,1,0,0,0
2016,"2016-10-01",28,"Estádio Luso Brasileiro",9123,"Botafogo","Corinthians","Jair Ventura","Alessandro",10,7,8250000,17500000,26.5,25.3,2,0,2,0
2016,"2016-10-13",30,"Estádio Luso Brasileiro",10176,"Botafogo","Internacional","Jair Ventura","Celso Roth",7,17,7750000,23000000,27,26.2,1,0,0,0
2016,"2016-10-16",31,"Estádio Luso Brasileiro",14595,"Botafogo","Atlético-MG","Jair Ventura","Marcelo Oliveira",5,3,8900000,33000000,27.7,29.6,3,2,2,0
2016,"2016-10-29",33,"Estádio Olímpico Nilton Santos",15170,"Botafogo","Coritiba FC","Jair Ventura","Paulo César Carpegiani",5,14,9150000,11350000,27.1,27.8,0,0,0,0
2016,"2016-11-26",37,"Estádio Olímpico Nilton Santos",12069,"Botafogo","Ponte Preta","Jair Ventura","Eduardo Baptista",6,11,9100000,10200000,26.7,25.7,1,1,1,0
2016,"2016-07-03",13,"Estádio Governador Magalhães Pinto",43821,"Cruzeiro","EC Vitória","","",14,13,NA,NA,NA,NA,2,2,1,0
2016,"2016-07-12",14,"Estádio Governador Magalhães Pinto",32042,"Cruzeiro","Atlético-PR","","",14,7,NA,NA,NA,NA,0,3,0,0
2016,"2016-08-28",22,"Estádio Governador Magalhães Pinto",46591,"Cruzeiro","Santa Cruz","Mano Menezes","Doriva",17,19,31600000,8850000,27.7,29.2,2,0,0,0
2016,"2016-09-11",24,"Estádio Governador Magalhães Pinto",26611,"Cruzeiro","Botafogo","Mano Menezes","Jair Ventura",13,10,33100000,9100000,28.5,27.7,0,2,0,0
2016,"2016-10-02",28,"Estádio Governador Magalhães Pinto",16618,"Cruzeiro","Grêmio","Mano Menezes","Renato Gaúcho",17,8,25650000,29600000,29.3,25.9,1,0,0,0
2016,"2016-10-09",29,"Estádio Governador Magalhães Pinto",15425,"Cruzeiro","Ponte Preta","Mano Menezes","Eduardo Baptista",16,10,26150000,11650000,28.7,28.5,2,0,1,0
2016,"2016-10-16",31,"Estádio Governador Magalhães Pinto",14761,"Cruzeiro","Chapecoense","Mano Menezes","Caio Júnior",13,11,27850000,11250000,29.2,29.2,0,0,0,0
2016,"2016-11-20",36,"Estádio Governador Magalhães Pinto",13902,"Cruzeiro","Santos FC","Mano Menezes","Dorival Júnior",11,2,34000000,27300000,26.9,28.1,2,2,1,0
2016,"2016-05-14",1,"Estádio General Sílvio Raulino de Oliveira",7863,"Flamengo","Sport Recife","Muricy Ramalho","Oswaldo de Oliveira",5,18,27900000,19500000,27.5,28.2,1,0,1,0
2016,"2016-06-03",5,"Estádio General Sílvio Raulino de Oliveira",6164,"Flamengo","EC Vitória","Zé Ricardo","Vágner Mancini",5,10,24250000,10750000,24.2,27.1,1,0,0,0
2016,"2016-06-26",11,"Estádio Jornalista Mário Filho",25941,"Flamengo","Fluminense","Zé Ricardo","Levir Culpi",4,12,23100000,24750000,27.7,28.6,1,2,0,0
2016,"2016-06-30",12,"Estádio Jornalista Mário Filho",21000,"Flamengo","Internacional","Zé Ricardo","Argel Fucks",6,2,23350000,27950000,27.2,26,1,0,1,0
2016,"2016-07-10",14,"Estádio Jornalista Mário Filho",23390,"Flamengo","Atlético-MG","Zé Ricardo","Marcelo Oliveira",8,6,21600000,39750000,26.8,27.7,2,0,1,0
2016,"2016-07-26",16,"Estádio Jornalista Mário Filho",16523,"Flamengo","América-MG","Zé Ricardo","Enderson Moreira",6,20,27250000,7750000,28.9,28.7,2,1,0,0
2016,"2016-08-06",19,"Estádio Jornalista Mário Filho",19036,"Flamengo","Atlético-PR","Zé Ricardo","Paulo Autuori",6,7,24850000,19000000,28.9,25.2,1,0,0,0
2016,"2016-08-21",21,"Estádio Nacional de Brasília Mané Garrincha",22552,"Flamengo","Grêmio","Zé Ricardo","Roger Machado",6,3,24850000,30000000,27.9,27.1,2,1,1,0
2016,"2016-09-08",23,"Estádio Jornalista Mário Filho",16358,"Flamengo","Ponte Preta","Zé Ricardo","Eduardo Baptista",2,8,25600000,10400000,27.9,29.2,2,1,1,0
2016,"2016-09-18",26,"Estádio Municipal Paulo Machado de Carvalho",29605,"Flamengo","Figueirense FC","Zé Ricardo","Tuca Guimarães",2,17,24850000,10000000,27.2,25.7,2,0,1,0
2016,"2016-11-05",34,"Estádio Jornalista Mário Filho",49382,"Flamengo","Botafogo","Zé Ricardo","Jair Ventura",2,5,24100000,8900000,28.8,27.5,0,0,0,0
2016,"2016-11-27",37,"Estádio Jornalista Mário Filho",37615,"Flamengo","Santos FC","Zé Ricardo","Dorival Júnior",3,2,26100000,26700000,28.6,28,2,0,1,0
2016,"2016-05-14",1,"Allianz Parque",33629,"Palmeiras","Atlético-PR","Cuca","Paulo Autuori",1,20,22950000,19750000,26.6,25.2,4,0,1,0
2016,"2016-05-26",3,"Allianz Parque",28534,"Palmeiras","Fluminense","Cuca","Levir Culpi",8,3,25450000,31500000,25.9,29.8,2,0,0,0
2016,"2016-06-12",7,"Allianz Parque",39935,"Palmeiras","Corinthians","Cuca","Tite",4,1,25250000,31250000,28,27,1,0,0,0
2016,"2016-06-18",9,"Allianz Parque",34162,"Palmeiras","Santa Cruz","Cuca","Milton Mendes",2,10,32250000,7250000,27.9,28.8,3,1,2,0
2016,"2016-06-22",10,"Allianz Parque",27429,"Palmeiras","América-MG","Cuca","Sérgio Vieira",1,19,32250000,7000000,27.9,28.5,2,0,2,0
2016,"2016-07-01",12,"Allianz Parque",32834,"Palmeiras","Figueirense FC","Cuca","Vinícius Eutrópio",1,12,25500000,10250000,28.1,27.9,4,0,2,0
2016,"2016-07-13",14,"Allianz Parque",40035,"Palmeiras","Santos FC","Cuca","Dorival Júnior",1,4,25750000,38550000,28.1,25.1,1,1,1,0
2016,"2016-07-24",16,"Allianz Parque",39400,"Palmeiras","Atlético-MG","Cuca","Marcelo Oliveira",1,7,26750000,29500000,28.2,30.8,0,1,0,0
2016,"2016-08-07",19,"Allianz Parque",30330,"Palmeiras","EC Vitória","Cuca","Vágner Mancini",2,13,26350000,11450000,28.3,26.5,2,1,1,0
2016,"2016-08-21",21,"Allianz Parque",29138,"Palmeiras","Ponte Preta","Cuca","Eduardo Baptista",1,9,26350000,10900000,28.9,28.2,2,2,1,0
2016,"2016-09-08",23,"Allianz Parque",39944,"Palmeiras","São Paulo","","",1,12,NA,NA,NA,NA,2,1,0,0
2016,"2016-09-15",25,"Allianz Parque",32885,"Palmeiras","Flamengo","Cuca","Zé Ricardo",1,2,43100000,25600000,26.9,27.9,1,1,0,0
2016,"2016-09-24",27,"Allianz Parque",30962,"Palmeiras","Coritiba FC","Cuca","Paulo César Carpegiani",1,13,45100000,9250000,25.7,28.6,2,1,0,0
2016,"2016-10-13",30,"Estádio Doutor Adhemar de Barros",15709,"Palmeiras","Cruzeiro","Cuca","Mano Menezes",1,14,40100000,26050000,28.5,28.2,0,0,0,0
2016,"2016-11-06",34,"Allianz Parque",31967,"Palmeiras","Internacional","Cuca","Celso Roth",1,16,39100000,21500000,27.8,27.9,1,0,1,0
2016,"2016-11-20",36,"Allianz Parque",39690,"Palmeiras","Botafogo","Cuca","Jair Ventura",1,5,40600000,8150000,27.9,28.5,1,0,0,0
2016,"2016-11-27",37,"Allianz Parque",24701,"Palmeiras","Chapecoense","Cuca","Caio Júnior",1,9,40600000,8650000,28.4,27.3,1,0,1,0
2016,"2016-05-29",4,"Estádio Urbano Caldeira",4468,"Santos FC","Internacional","Dorival Júnior","Argel Fucks",7,3,17500000,24500000,26.3,25.1,0,1,0,0
2016,"2016-06-05",6,"Estádio Municipal Paulo Machado de Carvalho",16530,"Santos FC","Botafogo","","",15,16,NA,NA,NA,NA,3,0,2,0
2016,"2016-06-16",8,"Estádio Urbano Caldeira",4937,"Santos FC","Sport Recife","Dorival Júnior","Falcão",5,18,29750000,18250000,24.6,27.8,2,0,0,0
2016,"2016-06-26",11,"Estádio Urbano Caldeira",19748,"Santos FC","São Paulo","Dorival Júnior","Edgardo Bauza",5,8,38550000,26500000,25.1,26.2,3,0,2,0
2016,"2016-07-03",13,"Estádio Urbano Caldeira",10322,"Santos FC","Chapecoense","Dorival Júnior","Guto Ferreira",6,8,38550000,10000000,25.1,27.6,3,0,0,0
2016,"2016-07-16",15,"Estádio Urbano Caldeira",11979,"Santos FC","Ponte Preta","Dorival Júnior","Eduardo Baptista",4,7,41000000,9950000,26.4,26.1,3,1,1,0
2016,"2016-07-31",17,"Estádio Urbano Caldeira",13830,"Santos FC","Cruzeiro","Dorival Júnior","Mano Menezes",4,19,14700000,30100000,27.5,28.7,2,0,0,0
2016,"2016-08-04",18,"Arena Pantanal",21814,"Santos FC","Flamengo","Dorival Júnior","Zé Ricardo",2,5,12700000,23350000,25.8,28.2,0,0,0,0
2016,"2016-08-14",20,"Estádio Urbano Caldeira",10250,"Santos FC","Atlético-MG","Dorival Júnior","Marcelo Oliveira",5,2,12700000,33250000,26.6,31.3,3,0,1,0
2016,"2016-08-28",22,"Estádio Urbano Caldeira",11456,"Santos FC","Figueirense FC","Dorival Júnior","Tuca Guimarães",5,18,27200000,9750000,27.8,28.9,0,1,0,0
2016,"2016-09-19",26,"Estádio Municipal Paulo Machado de Carvalho",28700,"Santos FC","Santa Cruz","Dorival Júnior","Doriva",4,19,26700000,9100000,27.3,28.2,3,2,1,0
2016,"2016-10-01",28,"Estádio Urbano Caldeira",5764,"Santos FC","Atlético-PR","Dorival Júnior","Paulo Autuori",4,6,27200000,13350000,28.4,25.7,2,0,1,0
2016,"2016-10-06",29,"Estádio Urbano Caldeira",6263,"Santos FC","Fluminense","Dorival Júnior","Levir Culpi",4,5,18450000,22750000,28.1,27.5,2,1,0,0
2016,"2016-10-29",33,"Estádio Urbano Caldeira",13574,"Santos FC","Palmeiras","Dorival Júnior","Cuca",4,1,26450000,40600000,28,26.1,1,0,0,0
2016,"2016-11-17",35,"Estádio Urbano Caldeira",9258,"Santos FC","EC Vitória","Dorival Júnior","Argel Fucks",2,16,24300000,10700000,27.4,25.8,3,2,1,0
2016,"2016-12-11",38,"Estádio Urbano Caldeira",7531,"Santos FC","América-MG","Dorival Júnior","Enderson Moreira",3,20,37500000,4200000,28,23.3,1,0,0,0
2016,"2016-05-21",2,"Estádio General Sílvio Raulino de Oliveira",3380,"Fluminense","Santa Cruz","Levir Culpi","Milton Mendes",7,2,28700000,4800000,29.2,29,2,2,0,0
2016,"2016-05-29",4,"Estádio General Sílvio Raulino de Oliveira",4550,"Fluminense","Botafogo","","",12,8,NA,NA,NA,NA,1,0,0,0
2016,"2016-06-17",8,"Estádio Jornalista Mário Filho",21148,"Fluminense","Corinthians","Levir Culpi","Tite",9,4,28500000,32000000,26.7,26.7,1,0,0,0
2016,"2016-07-02",13,"Estádio General Sílvio Raulino de Oliveira",917,"Fluminense","Coritiba FC","Levir Culpi","Pachequinho",12,16,23750000,10750000,29.6,27,0,0,0,0
2016,"2016-07-17",15,"Estádio Jornalista Mário Filho",9681,"Fluminense","Cruzeiro","","",11,16,NA,NA,NA,NA,2,0,2,0
2016,"2016-07-31",17,"Estádio Jornalista Mário Filho",9574,"Fluminense","Ponte Preta","Levir Culpi","Eduardo Baptista",12,8,25750000,9950000,27.2,27.6,3,0,1,0
2016,"2016-09-03",18,"Estádio Jornalista Mário Filho",6136,"Fluminense","Figueirense FC","Levir Culpi","Tuca Guimarães",8,15,23750000,8850000,27.7,28.1,3,2,2,0
2016,"2016-08-14",20,"Estádio Jornalista Mário Filho",6775,"Fluminense","América-MG","Levir Culpi","Enderson Moreira",8,20,25000000,6600000,26.7,26.4,1,0,0,0
2016,"2016-09-16",25,"Estádio Jornalista Mário Filho",8820,"Fluminense","Chapecoense","Levir Culpi","Caio Júnior",7,11,21800000,10150000,28.6,NA,1,2,1,0
2016,"2016-10-18",31,"Estádio Jornalista Mário Filho",6664,"Fluminense","São Paulo","","",6,14,NA,NA,NA,NA,1,2,1,0
2016,"2016-11-15",35,"Estádio Jornalista Mário Filho",43691,"Fluminense","Atlético-PR","Marcão","Paulo Autuori",9,6,24550000,11100000,28.7,26.6,1,1,1,0
2016,"2016-12-11",38,"Estádio Jornalista Mário Filho",3847,"Fluminense","Internacional","Marcão","Lisca",12,17,23600000,29000000,25.2,26.6,1,1,0,0
2016,"2016-05-15",1,"Estádio José do Rego Maciel",20038,"Santa Cruz","EC Vitória","Milton Mendes","Vágner Mancini",2,19,5100000,10250000,28.6,26.6,4,1,2,0
2016,"2016-05-26",3,"Estádio José do Rego Maciel",16331,"Santa Cruz","Cruzeiro","","",1,16,NA,NA,NA,NA,4,1,1,0
2016,"2016-06-16",8,"Estádio José do Rego Maciel",10019,"Santa Cruz","Figueirense FC","Milton Mendes","Vinícius Eutrópio",14,12,7000000,11000000,28.9,25.6,1,0,1,0
2016,"2016-07-10",14,"Estádio José do Rego Maciel",8749,"Santa Cruz","Internacional","Milton Mendes","Argel Fucks",19,5,7000000,21200000,27.6,25.4,1,0,1,0
2016,"2016-07-23",16,"Estádio José do Rego Maciel",10021,"Santa Cruz","Coritiba FC","Milton Mendes","Márcio Goiano",14,18,7250000,13100000,27.5,29,0,1,0,0
2016,"2016-09-15",25,"Estádio José do Rego Maciel",2471,"Santa Cruz","Atlético-PR","Doriva","Paulo Autuori",19,8,9250000,12750000,27.9,24.6,1,0,0,0
2016,"2016-11-06",34,"Estádio José do Rego Maciel",7632,"Santa Cruz","América-MG","Adriano Teixeira","Enderson Moreira",20,19,6850000,6000000,30.1,26.9,1,0,1,0
2016,"2016-11-27",37,"Estádio José do Rego Maciel",2227,"Santa Cruz","Grêmio","Adriano Teixeira","Renato Gaúcho",19,8,6350000,12350000,29.4,23.9,5,1,0,0
2016,"2016-05-29",4,"Estádio Cícero Pompeu de Toledo",21016,"São Paulo","Palmeiras","Edgardo Bauza","Marcelo Oliveira",9,4,36750000,29000000,27.1,27.7,1,0,1,0
2016,"2016-06-12",7,"Estádio Cícero Pompeu de Toledo",12389,"São Paulo","Atlético-PR","Edgardo Bauza","Paulo Autuori",7,14,27500000,19250000,26.8,25,1,2,1,0
2016,"2016-06-16",8,"Estádio Cícero Pompeu de Toledo",9213,"São Paulo","EC Vitória","Edgardo Bauza","Vágner Mancini",8,13,31500000,12500000,26.1,27.6,2,0,0,0
2016,"2016-06-24",10,"Estádio Cícero Pompeu de Toledo",11145,"São Paulo","Sport Recife","Edgardo Bauza","Falcão",6,17,38750000,16750000,26.4,29.3,0,0,0,0
2016,"2016-06-30",12,"Estádio Cícero Pompeu de Toledo",10323,"São Paulo","Fluminense","Edgardo Bauza","Levir Culpi",11,9,35250000,24750000,26.9,28.6,2,1,2,0
2016,"2016-07-10",14,"Estádio Cícero Pompeu de Toledo",8198,"São Paulo","América-MG","Edgardo Bauza","Sérgio Vieira",10,20,24250000,7250000,25.4,29.3,3,0,2,0
2016,"2016-08-14",20,"Estádio Cícero Pompeu de Toledo",14399,"São Paulo","Botafogo","André Jardine","Jair Ventura",10,13,29700000,8400000,25.7,28.1,0,1,0,0
2016,"2016-08-29",22,"Estádio Cícero Pompeu de Toledo",7836,"São Paulo","Coritiba FC","","",12,14,NA,NA,NA,NA,0,0,0,0
2016,"2016-09-11",24,"Estádio Cícero Pompeu de Toledo",27365,"São Paulo","Figueirense FC","","",14,17,NA,NA,NA,NA,3,1,1,0
2016,"2016-09-16",25,"Estádio Cícero Pompeu de Toledo",15566,"São Paulo","Cruzeiro","","",12,15,NA,NA,NA,NA,1,0,1,0
2016,"2016-10-01",28,"Estádio Cícero Pompeu de Toledo",29813,"São Paulo","Flamengo","","",12,2,NA,NA,NA,NA,0,0,0,0
2016,"2016-10-13",30,"Estádio Cícero Pompeu de Toledo",29314,"São Paulo","Santos FC","","",13,4,NA,NA,NA,NA,0,1,0,0
2016,"2016-10-22",32,"Estádio Cícero Pompeu de Toledo",49673,"São Paulo","Ponte Preta","","",12,10,NA,NA,NA,NA,2,0,1,0
2016,"2016-11-05",34,"Estádio Cícero Pompeu de Toledo",53781,"São Paulo","Corinthians","","",12,7,NA,NA,NA,NA,4,0,1,0
2016,"2016-11-17",35,"Estádio Cícero Pompeu de Toledo",21933,"São Paulo","Grêmio","","",11,8,NA,NA,NA,NA,1,1,1,0
2016,"2016-12-11",38,"Estádio Cícero Pompeu de Toledo",17659,"São Paulo","Santa Cruz","Pintado","Adriano Teixeira",11,19,36500000,3700000,26.1,26.6,5,0,2,0
2016,"2016-05-26",3,"Estádio Raimundo Sampaio",1318,"América-MG","EC Vitória","Givanildo Oliveira","Vágner Mancini",20,13,5950000,12550000,28.1,27.5,1,1,0,0
2016,"2016-06-05",6,"Estádio Raimundo Sampaio",2173,"América-MG","Figueirense FC","Sérgio Vieira","Vinícius Eutrópio",20,11,7000000,11000000,28.4,28,1,0,0,0
2016,"2016-06-19",9,"Estádio Raimundo Sampaio",796,"América-MG","Coritiba FC","Sérgio Vieira","Pachequinho",20,15,7000000,11500000,28.4,29,2,1,0,0
2016,"2016-07-31",17,"Estádio Raimundo Sampaio",1534,"América-MG","Grêmio","Enderson Moreira","Roger Machado",20,3,6350000,25250000,27.8,27.9,0,0,0,0
2016,"2016-08-07",19,"Estádio Raimundo Sampaio",2893,"América-MG","Santos FC","Enderson Moreira","Dorival Júnior",20,1,6350000,23950000,27.8,26.7,1,0,0,0
2016,"2016-08-20",21,"Estádio Raimundo Sampaio",1191,"América-MG","Chapecoense","Enderson Moreira","Caio Júnior",20,10,6900000,10400000,28.2,23.3,1,2,1,0
2016,"2016-09-20",26,"Estádio Raimundo Sampaio",1737,"América-MG","Internacional","Enderson Moreira","Celso Roth",20,18,6800000,24000000,28.7,25.6,1,0,0,0
2016,"2016-09-25",27,"Estádio Raimundo Sampaio",1789,"América-MG","Botafogo","Enderson Moreira","Jair Ventura",20,9,6150000,7650000,28.3,29.2,1,0,0,0
2016,"2016-10-25",32,"Estádio Raimundo Sampaio",1315,"América-MG","Atlético-PR","Enderson Moreira","Paulo Autuori",20,7,6250000,12350000,27.7,25.6,1,0,0,0
2016,"2016-10-31",33,"Estádio Raimundo Sampaio",5014,"América-MG","São Paulo","","",19,11,NA,NA,NA,NA,1,0,1,0
2016,"2016-06-05",6,"Arena Condá",5817,"Chapecoense","Fluminense","Guto Ferreira","Levir Culpi",6,8,9750000,30000000,24.8,27.4,0,0,0,0
2016,"2016-06-23",10,"Arena Condá",3788,"Chapecoense","Atlético-PR","Guto Ferreira","Paulo Autuori",5,10,9750000,17750000,26,25.6,0,0,0,0
2016,"2016-07-09",14,"Arena Condá",11615,"Chapecoense","Corinthians","Caio Júnior","Cristóvão Borges",11,2,10250000,27350000,29.3,25.9,0,2,0,0
2016,"2016-07-24",16,"Arena Condá",7012,"Chapecoense","Botafogo","","",13,15,NA,NA,NA,NA,2,1,1,0
2016,"2016-08-05",18,"Arena Condá",9167,"Chapecoense","Palmeiras","Caio Júnior","Cuca",11,3,9400000,26500000,23.2,27,1,1,1,0
2016,"2016-08-16",20,"Arena Condá",11360,"Chapecoense","Internacional","Caio Júnior","Celso Roth",11,14,9400000,27750000,23.2,26.3,1,0,0,0
2016,"2016-09-11",24,"Arena Condá",6101,"Chapecoense","Coritiba FC","Caio Júnior","Paulo César Carpegiani",11,12,11150000,8850000,NA,26.6,1,0,0,0
2016,"2016-10-12",30,"Arena Condá",6104,"Chapecoense","Sport Recife","Caio Júnior","Oswaldo de Oliveira",11,16,11250000,18150000,29.2,28,3,0,1,0
2016,"2016-11-06",34,"Arena Condá",9075,"Chapecoense","Figueirense FC","Caio Júnior","Tuca Guimarães",11,18,10400000,9480000,NA,29.6,1,0,0,0
2016,"2016-11-20",36,"Arena Condá",8163,"Chapecoense","São Paulo","","",10,12,NA,NA,NA,NA,2,0,2,0
2016,"2016-05-15",1,"Neo Química Arena",31533,"Corinthians","Grêmio","Tite","Roger Machado",8,9,29000000,42250000,26.9,27.3,0,0,0,0
2016,"2016-05-26",3,"Neo Química Arena",35573,"Corinthians","Ponte Preta","Tite","Eduardo Baptista",15,5,29750000,9000000,27.3,25.4,3,0,2,0
2016,"2016-06-02",5,"Neo Química Arena",30187,"Corinthians","Santos FC","Tite","Dorival Júnior",4,12,30500000,18750000,27.3,26.5,1,0,0,0
2016,"2016-06-26",11,"Neo Química Arena",25501,"Corinthians","Santa Cruz","Cristóvão Borges","Milton Mendes",6,15,27350000,7000000,25.8,28.7,2,1,2,0
